年份,月份,进出口,商品编码,商品描述,企业名称,出口最终国或进口原产国,收发货地,报关口岸,贸易方式,运输方式,航次,数量,金额,商品分类
2012,10,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司104,匈牙利,河北其他,南宁海关,一般贸易,水路运输,1,20900,19889,15
2011,11,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司105,阿曼,江苏其他,黄埔海关,一般贸易,水路运输,2,17700,21702,15
2007,12,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司83,美国,昆山,黄埔海关,一般贸易,水路运输,2,30400,32236,15
2008,1,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司84,美国,沧州,黄埔海关,一般贸易,水路运输,2,30400,32252,15
2011,2,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司85,巴西,南京其他,南宁海关,一般贸易,水路运输,2,30400,34960,15
2007,3,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司86,美国,余姚,南宁海关,一般贸易,水路运输,2,30400,39192,15
2010,4,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司87,伊拉克,北京其他,广州海关,一般贸易,水路运输,1,45600,45007,15
2010,5,出口,1.52E+07,其他固定植物油、脂（包括希蒙得木油）及其分离品，不论是否精制，但未经化学改性：,进出口公司88,美国,吴江市,南京海关,保税区仓储转口货物,水路运输,2,45600,46512,15
2012,6,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司89,美国,松江,青岛海关,一般贸易,水路运输,1,51000,31708,12
2009,7,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司90,印度尼西亚,东营,青岛海关,一般贸易,水路运输,2,25500,31978,12
2008,8,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司91,科威特,南通其他,福州海关,一般贸易,水路运输,1,52000,32725,12
2011,9,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司92,阿尔及利亚,上海浦江高科技园区,大连海关,一般贸易,水路运输,4,10,33,12
2006,10,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司93,澳大利亚,宝鸡其他,汕头海关,一般贸易,水路运输,2,200,330,12
2009,11,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司94,巴西,江苏其他,青岛海关,一般贸易,水路运输,2,24375,34613,12
2011,12,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司95,乌兹别克斯坦,武汉其他,青岛海关,一般贸易,水路运输,2,24375,34650,12
2007,1,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司96,突尼斯,成都其他,上海海关,一般贸易,水路运输,4,100,351,12
2011,2,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司97,俄罗斯,成都其他,青岛海关,一般贸易,水路运输,3,1800,3667,12
2008,3,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司98,瑞典,廊坊,青岛海关,一般贸易,水路运输,1,50250,40275,12
2008,4,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司99,土耳其,牡丹江,厦门海关,一般贸易,水路运输,1,505,404,12
2009,5,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司100,马来西亚,深圳特区,深圳海关,一般贸易,水路运输,1,114,46,12
2007,6,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司101,加拿大,德阳,大连海关,来料加工装配贸易,水路运输,3,18798,46138,12
2007,7,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司102,埃及,沙市,上海海关,一般贸易,水路运输,1,5000,4850,12
2009,8,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司103,印度,牡丹江,福州海关,一般贸易,水路运输,1,567,500,12
2012,9,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司1,阿联酋,德阳,福州海关,一般贸易,铁路运输,2,4000,5200,12
2009,10,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司2,土耳其,东营,福州海关,一般贸易,水路运输,4,1635,5666,12
2011,11,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司3,委内瑞拉,宝鸡其他,福州海关,一般贸易,水路运输,4,144,570,12
2009,12,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司4,科威特,珠海特区,大连海关,一般贸易,水路运输,4,15100,59764,12
2011,1,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司5,加拿大,大连其他,福州海关,一般贸易,水路运输,1,61880,59955,12
2007,2,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司6,马来西亚,天津其他,厦门海关,一般贸易,水路运输,2,34,60,12
2008,3,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司7,新加坡,朝阳区,上海海关,一般贸易,水路运输,1,48,615,12
2012,4,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司8,俄罗斯,贵阳其他,汕头海关,一般贸易,水路运输,2,540,648,12
2006,5,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司9,加拿大,荆州,天津海关,一般贸易,水路运输,2,540,668,12
2008,6,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司10,美国,深圳特区,青岛海关,一般贸易,水路运输,5,1500,6750,12
2008,7,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司11,阿联酋,上海其他,大连海关,一般贸易,水路运输,1,41950,6800,12
2008,8,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司12,阿联酋,牡丹江,天津海关,一般贸易,水路运输,1,858,684,12
2007,9,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司13,新加坡,德阳,上海海关,一般贸易,水路运输,7,112,707,12
2008,10,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司14,伊拉克,上饶,江门海关,一般贸易,水路运输,2,550,721,12
2007,11,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司15,美国,济南其他,大连海关,来料加工装配贸易,水路运输,4,2400,7278,12
2007,12,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司16,马来西亚,成都其他,汕头海关,一般贸易,水路运输,1,27000,8100,12
2007,1,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司17,俄罗斯,东营,青岛海关,一般贸易,水路运输,2,75375,81858,12
2008,2,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司18,韩国,常熟,大连海关,一般贸易,水路运输,1,69000,8200,12
2009,3,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司19,新加坡,盐城,青岛海关,一般贸易,水路运输,2,5500,8250,12
2011,4,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司20,俄罗斯,盐城,福州海关,一般贸易,水路运输,2,495,838,12
2006,5,出口,1.21E+07,鲜、冷、冻或干的刺槐豆、海草及其他藻类、甜菜及甘蔗，不论是否碾磨；主要供人食用的其他税目未列名的果核、果仁及植物产品（包括未培制的菊苣根）：,进出口公司21,俄罗斯,蚌埠,大连海关,一般贸易,水路运输,1,3000,840,12
2007,6,出口,1.21E+07,莲子,进出口公司22,阿根廷,宝鸡其他,深圳海关,一般贸易,公路运输,1,1000,645,12
2006,7,出口,1.21E+07,莲子,进出口公司23,波兰,南通其他,深圳海关,一般贸易,水路运输,1,1000,645,12
2012,8,出口,1.21E+07,莲子,进出口公司24,委内瑞拉,温州其他,深圳海关,一般贸易,公路运输,1,10800,6966,12
2006,9,出口,1.21E+07,莲子,进出口公司25,澳大利亚,淮安市,深圳海关,一般贸易,公路运输,1,11000,7091,12
2008,10,出口,1.21E+07,莲子,进出口公司26,美国,青岛其他,拱北海关,一般贸易,公路运输,1,150,77,12
2010,11,出口,1.21E+07,莲子,进出口公司27,罗马尼亚,朝阳区,福州海关,一般贸易,水路运输,4,2000,7701,12
2010,12,出口,1.21E+07,莲子,进出口公司28,阿联酋,西安其他,厦门海关,一般贸易,水路运输,4,2000,7943,12
2008,1,出口,1.21E+07,莲子,进出口公司29,阿尔及利亚,兰州其他,拱北海关,一般贸易,公路运输,1,225,87,12
2007,2,出口,1.21E+07,莲子,进出口公司30,乍得,北京其他,深圳海关,一般贸易,水路运输,1,1457,874,12
2011,3,出口,1.21E+07,莲子,进出口公司31,阿联酋,南通其他,成都海关,一般贸易,水路运输,4,245,952,12
2007,4,出口,1.21E+07,莲子,进出口公司32,印度,南通其他,深圳海关,一般贸易,公路运输,1,1500,967,12
2010,5,出口,1.21E+07,莲子,进出口公司33,俄罗斯,武汉其他,深圳海关,一般贸易,水路运输,1,250,97,12
2012,6,出口,1.21E+07,其他食用植物产品,进出口公司34,埃及,盐城,拱北海关,一般贸易,公路运输,1,84270,10872,12
2010,7,出口,1.21E+07,其他食用植物产品,进出口公司35,伊拉克,盘锦,拱北海关,一般贸易,公路运输,1,875,113,12
2010,8,出口,1.21E+07,其他食用植物产品,进出口公司36,阿曼,江苏其他,拱北海关,一般贸易,公路运输,1,19930,1374,12
